First_pokemon,Second_pokemon,Winner,HP_diff,Atk_diff,Def_diff,SpAtk_diff,SpDef_diff,Spd_diff,1_2_Atk_Def,1_2_Atk_HP,1_2_SpAtk_SpDef,1_2_SpAtk_HP,2_1_Atk_Def,2_1_Atk_HP,2_1_SpAtk_SpDef,2_1_SpAtk_HP,Dmg_mul_1,Dmg_mul_2,Lgnd_1,Lgnd_2,Prio,Pkmn_1_win
594,80,80,5,35,20,-40,-70,-60,40,25,-80,-40,-15,-15,30,-5,0.5,1.0,0,0,1,0
785,490,490,-11,25,77,-34,33,-7,45,14,16,-18,-57,0,17,27,1.0,2.0,0,0,1,0
425,308,425,60,150,128,100,38,25,148,140,98,110,-130,-70,-40,-50,2.0,4.0,1,0,0,1
27,731,731,-22,-13,-25,-25,-21,-14,5,-2,-21,-31,43,33,25,16,1.0,1.0,0,0,1,0
459,399,459,-10,19,35,24,55,11,9,-11,29,9,-45,-20,-50,-5,2.0,2.0,0,0,0,1
421,494,421,-28,0,5,80,35,8,35,22,75,52,30,50,-40,0,2.0,2.0,1,0,0,1
578,768,768,34,-66,-34,38,36,-42,-64,-27,48,25,36,5,-26,-47,1.0,1.0,0,0,1,0
63,82,63,10,10,-55,15,25,60,-10,50,15,5,35,30,-25,-20,2.0,1.0,0,0,0,1
257,221,257,-25,5,-45,-25,50,30,-45,20,-25,-40,-5,40,-50,10,1.0,1.0,0,0,0,1
4,150,4,45,60,23,32,65,45,0,65,67,87,-83,-40,-30,10,4.0,1.0,0,0,0,1
546,333,546,80,10,-80,60,40,40,-60,50,60,50,10,-40,-40,-90,1.0,1.0,1,0,0,1
308,544,544,-70,-130,-78,-30,-58,-35,-80,-80,-60,-60,128,120,28,40,1.0,1.0,0,1,1,0
213,442,213,55,10,80,30,100,5,35,25,30,20,-55,-40,-100,-65,1.0,1.0,0,0,0,1
575,302,302,10,23,18,-2,18,-21,23,13,23,13,-18,-20,7,5,0.5,1.0,0,0,1,0
209,645,209,14,0,-20,-5,-30,36,0,14,0,24,20,0,35,15,1.0,2.0,0,0,0,1
92,768,92,-47,-36,-74,-34,-24,4,-34,3,-24,-47,76,86,34,34,0.5,2.0,0,0,0,1
116,672,116,4,18,19,5,70,19,45,59,-5,-11,8,37,-80,-20,1.0,1.0,0,0,0,1
132,69,69,15,25,50,-5,65,0,30,20,45,75,-45,-20,-15,65,1.0,0.5,0,0,0,0
568,396,568,35,60,40,-5,40,30,60,60,-5,-5,-40,-35,-40,-35,1.0,1.0,0,0,0,1
644,218,644,-154,17,-8,32,2,11,-8,-140,7,-125,-17,-3,-27,-3,1.0,1.0,0,0,0,1
321,163,163,-34,-50,-60,-134,-60,-105,-30,-46,-70,-86,80,38,124,82,0.5,2.0,0,1,1,0
17,164,164,-66,-155,-70,-134,-80,-80,-65,-71,-80,-86,160,150,134,114,2.0,2.0,0,1,1,0
715,190,715,56,52,25,89,25,88,7,37,64,94,-70,-71,-50,-51,1.0,2.0,0,0,0,1
51,57,51,40,0,35,60,20,-70,30,45,40,75,-5,5,-40,-25,2.0,1.0,0,0,1,1
237,448,448,-37,-45,-11,15,-11,-45,-11,-37,19,-7,45,45,15,15,2.0,0.5,0,0,1,0
580,676,580,-33,-33,-18,-20,-38,15,-3,-18,-30,-45,48,48,28,8,1.0,2.0,0,0,0,1
789,726,726,1,6,33,-51,-21,-69,17,15,-24,-22,-22,8,48,28,0.5,1.0,0,0,1,0
420,718,420,9,-30,-15,10,15,11,-5,19,35,59,40,40,10,40,0.5,2.0,1,0,0,1
83,499,499,10,-25,42,-85,-5,-67,32,50,-15,-15,15,65,75,60,2.0,2.0,0,0,1,0
526,159,159,-5,-20,-20,10,-10,0,-10,-10,50,45,30,15,50,40,1.0,1.0,0,1,0,0
115,56,56,40,65,28,0,65,-8,95,110,-10,25,2,5,-75,-15,1.0,1.0,0,0,1,0
358,636,358,35,15,15,35,45,35,-5,0,25,45,-35,-50,-55,-25,0.5,0.5,0,0,0,1
54,532,532,10,5,-27,-55,-22,-46,-22,5,-37,-10,0,-10,40,35,0.5,1.0,0,0,1,0
534,798,534,-30,-45,47,-45,-23,16,5,-15,-25,25,3,60,43,100,1.0,1.0,0,1,0,1
768,179,768,-18,71,69,-7,-37,1,71,21,-27,-31,-69,-32,17,-6,2.0,0.5,0,0,0,1
94,724,724,-10,-24,-17,-69,-30,-59,-27,-30,-55,-30,14,4,44,49,2.0,1.0,0,0,1,0
795,437,795,44,22,69,3,43,14,48,36,29,17,-43,-30,-17,-30,2.0,1.0,1,0,0,1
313,432,432,30,-15,-10,-40,-35,-90,-10,30,-35,5,15,15,40,15,1.0,1.0,0,1,1,0
305,251,305,-52,-25,-25,25,15,10,-25,-55,25,-25,25,22,-15,2,1.0,1.0,0,0,0,1
269,289,269,55,119,115,75,90,51,129,119,65,50,-105,-55,-100,-80,2.0,2.0,0,0,0,1
593,733,733,37,45,15,-2,10,0,40,42,0,-13,-20,-40,-8,-48,0.5,0.5,0,0,0,0
568,428,428,-15,10,-10,-55,-10,-20,10,10,-55,-55,10,15,10,15,0.5,1.0,0,1,1,0
290,287,287,12,5,14,-5,-16,-45,-6,-3,-16,-13,-25,-20,5,-20,1.0,1.0,0,0,1,0
762,733,762,27,40,50,70,98,9,35,37,72,59,-55,-30,-96,-38,1.0,1.0,0,0,0,1
217,100,100,18,37,18,-28,13,-32,42,42,37,42,-13,-13,52,52,2.0,2.0,0,0,1,0
668,87,668,-20,0,-35,25,15,10,-35,-20,45,30,0,0,5,25,0.5,1.0,0,0,0,1
165,49,165,61,100,15,119,55,110,95,105,129,149,-20,-56,-45,-31,2.0,1.0,1,0,0,1
123,771,771,-30,-10,50,-10,-90,0,-10,-40,-30,5,-50,0,70,45,1.0,1.0,0,0,0,0
261,154,154,15,-25,40,-20,-5,-30,15,0,-35,-40,0,10,-10,-35,0.5,1.0,0,0,1,0
225,640,640,10,85,180,-70,35,0,75,60,-5,-10,-190,-35,30,50,1.0,0.5,0,0,0,0
313,103,103,20,15,0,-115,-40,-40,0,20,-40,-5,-15,-15,115,90,0.0,1.0,0,0,1,0
106,505,505,2,-33,5,-13,50,-18,8,-10,8,-10,36,21,-29,1,4.0,1.0,0,0,1,0
453,614,614,-35,-47,-15,60,35,-2,-10,-25,55,30,52,57,-40,5,2.0,2.0,0,0,1,0
107,48,48,-45,25,20,-40,-50,-40,35,30,-50,-50,-10,50,40,35,1.0,1.0,0,0,1,0
722,590,590,-70,-90,-20,12,-5,-28,-15,-65,-3,-48,95,95,-10,10,2.0,2.0,0,0,1,0
559,431,431,40,23,-105,0,-105,-35,-67,43,-90,20,15,-20,15,-20,1.0,2.0,0,1,1,0
141,727,727,23,30,12,-43,29,-41,58,53,-11,-12,16,0,3,8,1.0,1.0,0,0,1,0
490,239,490,26,15,5,62,12,41,25,15,62,42,5,-26,-12,-46,1.0,2.0,0,0,0,1
490,340,340,6,-10,-35,-43,-38,-44,-15,-5,12,22,30,-1,93,59,1.0,2.0,0,0,1,0
373,128,128,65,11,13,41,21,-3,18,33,26,31,-6,-43,-36,-75,1.0,1.0,0,0,1,0
3,730,3,35,32,40,60,62,18,39,37,62,55,-33,-30,-60,-40,1.0,2.0,0,0,0,1
502,91,502,-12,-15,35,-28,-7,5,-5,-2,-32,-22,-25,25,3,18,1.0,2.0,0,0,0,1
714,104,714,56,27,-70,99,45,38,-88,37,84,94,-45,-46,-60,-61,4.0,1.0,0,0,0,1
788,276,276,15,-10,47,-87,-10,-91,25,30,-27,-12,-12,25,70,60,1.0,1.0,0,0,1,0
459,16,16,0,14,35,-11,25,-34,9,-1,-1,19,-40,-15,-15,30,0.5,4.0,0,0,1,0
432,143,432,-80,10,10,10,-5,120,15,-35,0,-35,-5,35,-5,35,1.0,1.0,1,0,0,1
724,2,724,15,7,9,34,20,44,6,9,34,54,-10,-13,-20,5,4.0,1.0,0,0,0,1
648,533,648,30,35,-37,-45,-37,9,-7,50,-47,10,-5,-15,35,25,1.0,2.0,0,0,0,1
250,357,250,15,70,60,25,15,25,60,35,15,35,-70,-50,-25,-5,1.0,1.0,0,0,0,1
155,439,155,27,84,32,9,39,110,82,82,14,17,-34,-29,-34,-19,1.0,2.0,0,0,0,1
447,20,20,-28,-125,1,10,-39,-120,-15,-40,-55,-40,109,113,-26,-22,1.0,1.0,0,0,1,0
366,371,366,5,-25,5,15,40,10,-15,0,5,0,5,20,-50,-20,1.0,2.0,0,0,0,1
337,770,337,-63,23,13,-19,-7,42,28,-23,-12,-43,-8,17,14,39,4.0,1.0,0,0,0,1
358,765,358,36,7,32,29,67,10,12,1,47,46,-27,-42,-49,-19,1.0,1.0,0,0,0,1
198,110,198,15,30,25,10,20,-90,10,20,10,30,-45,-25,-20,5,1.0,0.5,0,0,1,1
152,760,760,-42,-25,-25,1,-41,-13,-35,8,-31,-17,15,75,9,24,2.0,2.0,0,0,1,0
164,577,164,30,165,55,87,45,106,145,114,99,78,-75,-81,-33,-39,0.5,1.0,1,0,0,1
174,646,646,-6,-15,-5,-51,-32,-21,-5,9,-36,-12,15,30,47,45,1.0,0.5,0,0,1,0
438,59,59,11,34,11,39,6,-7,44,39,39,39,-1,-6,-6,-11,2.0,1.0,0,0,1,0
614,443,614,40,42,30,25,30,12,67,62,25,10,-5,-20,-30,-55,1.0,1.0,0,0,0,1
789,127,127,0,4,-10,-63,-10,-57,-26,14,-13,-23,-20,10,60,40,0.5,1.0,0,0,1,0
504,421,421,-32,-69,-60,-99,-80,-60,-39,-19,-59,-19,90,82,120,112,1.0,4.0,0,1,1,0
565,214,214,0,0,27,-25,27,-14,43,25,18,0,16,25,16,25,1.0,1.0,0,0,1,0
158,635,635,15,-5,25,60,30,-15,30,15,65,50,10,5,-25,-25,1.0,1.0,1,0,1,0
386,21,21,4,30,-5,28,-2,-11,35,35,28,23,10,1,2,-9,0.0,1.0,0,0,1,0
408,404,404,10,11,-5,-54,-25,-2,-10,40,-15,5,-16,19,64,49,1.0,0.5,0,0,1,0
349,440,349,6,54,-28,14,-36,45,52,56,19,31,26,-4,41,11,1.0,0.5,0,0,0,1
410,295,410,35,95,80,60,20,70,95,85,50,60,-80,-45,-30,-35,2.0,0.5,0,0,0,1
83,569,569,39,70,93,5,28,-21,83,79,18,14,-80,-30,-15,-30,1.0,1.0,0,0,1,0
249,411,249,35,35,10,105,30,85,10,50,80,100,-35,-20,-55,-40,4.0,1.0,0,0,0,1
173,609,173,5,30,14,-26,-2,13,15,20,-6,-1,-29,-15,22,20,0.5,2.0,0,0,0,1
770,572,572,48,-21,9,1,29,-43,14,2,36,24,26,-25,6,-25,2.0,2.0,0,0,1,0
51,473,473,-15,30,51,50,46,-20,46,-10,66,20,-35,-25,-30,-15,1.0,2.0,0,0,1,0
452,106,106,-45,-43,-35,-23,-45,-12,-40,-55,-65,-35,38,33,3,33,1.0,2.0,0,0,1,0
550,769,550,-7,31,40,68,27,79,40,13,72,58,-31,-11,-23,-3,1.0,1.0,1,0,0,1
525,740,525,32,65,12,-42,-94,5,62,52,-84,-8,-15,-45,52,2,1.0,1.0,0,0,0,1
464,762,762,5,5,12,-17,-21,-4,-10,15,-43,15,-27,5,-5,27,1.0,1.0,0,0,1,0
147,798,798,-15,-45,0,-40,-35,60,5,-15,-20,30,50,45,55,85,1.0,1.0,0,1,0,0
572,45,572,-40,53,43,53,38,81,78,-17,73,-17,-18,-30,-18,-30,1.0,1.0,0,0,0,1
569,741,569,-25,-15,-11,-12,-20,14,2,-16,-7,-16,28,24,25,21,1.0,1.0,0,0,0,1
193,28,28,0,-15,5,34,9,-5,10,10,34,30,20,25,-9,-4,1.0,1.0,0,0,1,0
247,445,247,-14,15,-10,45,10,34,20,1,40,21,15,0,-15,-10,1.0,1.0,0,0,0,1
511,280,280,10,-68,-5,-38,5,-40,12,12,12,12,85,70,45,40,0.5,4.0,0,0,1,0
435,44,44,22,33,30,-6,-15,-44,34,36,-25,2,-29,-19,-4,-14,2.0,2.0,0,0,1,0
794,359,794,66,71,35,71,38,39,71,71,71,71,-35,-66,-38,-66,1.0,1.0,1,0,0,1
196,758,758,4,-17,-3,47,15,-18,-13,-11,40,29,7,2,-22,-22,1.0,1.0,0,0,1,0
470,410,410,-19,-97,-82,-63,-28,-86,-82,-47,-33,-38,97,69,58,44,0.5,1.0,0,0,1,0
631,164,164,-26,-95,-18,-94,-18,-55,-5,-11,-40,-46,108,110,72,74,1.0,2.0,0,1,1,0
451,790,451,-15,3,-105,51,33,42,-64,25,49,0,38,37,-35,-36,1.0,1.0,0,0,0,1
211,442,442,55,30,55,35,35,-25,55,45,35,25,-30,-40,-35,-65,1.0,1.0,0,0,1,0
773,582,773,22,-2,25,31,35,25,26,13,49,36,3,-7,-17,-17,1.0,0.5,0,0,0,1
403,59,59,-10,34,45,29,10,-63,44,39,29,29,-35,15,-10,10,1.0,1.0,0,0,1,0
401,413,413,30,-55,-40,0,0,-5,-50,0,5,15,45,25,5,-15,1.0,2.0,0,0,1,0
228,679,679,-15,25,35,-45,-5,-60,55,15,-5,-25,-5,5,45,35,1.0,1.0,0,0,1,0
753,196,196,-12,-23,-25,-52,-25,-32,-33,-38,-27,-27,15,-3,50,37,1.0,1.0,0,0,1,0
578,434,434,41,-34,0,52,30,-7,-30,-20,42,32,4,-27,-40,-61,1.0,1.0,0,0,1,0
210,40,40,-26,-57,-32,-60,-50,-70,-32,-36,-50,-56,57,47,60,30,4.0,1.0,0,0,1,0
38,716,716,-54,-20,-37,-88,-88,-40,-20,-43,-88,-60,37,31,88,82,1.0,2.0,0,0,1,0
18,458,458,5,-4,5,-4,-20,-1,-20,-15,-20,-15,-21,-16,4,-16,1.0,1.0,0,0,1,0
538,742,538,-48,-25,68,-22,49,27,13,-48,-6,-48,-30,25,-33,22,1.0,1.0,1,0,0,1
702,627,702,17,-18,-61,7,64,76,-43,16,25,16,36,17,-46,-8,4.0,1.0,1,0,0,1
403,412,403,-5,29,5,39,-5,2,4,44,14,34,-30,20,-20,0,1.0,1.0,0,0,0,1
517,136,136,35,5,68,10,-35,-43,43,35,25,45,-30,-5,50,0,0.5,2.0,0,0,1,0
465,89,465,35,10,0,-50,35,50,-25,20,-10,20,-35,-25,5,35,0.5,0.5,0,0,0,1
505,502,505,43,56,-25,56,10,20,16,66,31,46,-15,-33,-35,-53,0.5,1.0,0,0,0,1
601,644,644,9,3,20,-25,0,-2,3,17,-20,4,-20,5,5,20,1.0,2.0,0,0,1,0
459,84,84,10,-26,30,14,40,-54,4,9,14,29,0,25,-40,5,0.5,4.0,0,0,1,0
548,525,525,-30,-50,0,10,20,0,0,-30,20,-30,50,50,-10,-10,2.0,1.0,0,0,0,0
707,521,521,14,44,14,34,64,-5,34,34,94,64,-24,-24,-4,16,2.0,1.0,1,0,1,0
14,62,62,5,-50,0,-15,-25,-25,-5,-10,-25,-20,45,35,15,-10,0.5,0.5,0,0,1,0
728,501,728,-70,-76,-80,-36,-36,10,-82,-72,-40,-76,74,74,32,30,1.0,1.0,0,0,0,1
182,246,246,-25,-20,-100,0,-30,-40,-80,-5,-30,-25,40,40,0,0,0.5,2.0,0,0,1,0
741,117,741,-24,10,-27,2,-18,22,-10,-25,-13,-28,7,-11,3,-6,1.0,1.0,0,0,0,1
29,431,431,-15,-10,-116,-30,-106,-35,-100,10,-120,-10,26,35,16,35,1.0,2.0,0,1,1,0
719,574,574,-19,-37,2,-50,-18,-63,-2,-14,-15,-27,33,42,53,42,0.5,2.0,0,0,1,0
209,477,477,0,-71,-49,21,-51,-40,-29,0,-21,10,91,71,9,-11,2.0,1.0,0,0,1,0
492,37,37,-32,-22,-42,-35,-40,-34,-17,-20,-45,-50,47,34,30,17,2.0,1.0,0,0,1,0
425,43,425,62,139,120,100,25,25,140,142,85,112,-119,-59,-40,-50,2.0,0.5,1,0,0,1
207,284,284,-70,-120,-80,-65,-80,-40,-80,-70,-80,-70,120,120,65,65,4.0,0.5,0,0,1,0
749,512,512,-45,-52,-5,-97,-68,-2,-25,-10,-70,-55,32,87,95,87,2.0,0.5,0,0,1,0
539,153,153,20,-10,0,40,35,0,0,45,35,45,10,35,-40,-15,1.0,1.0,1,0,0,0
152,159,159,-60,-20,0,-70,-40,-35,-10,-10,-30,-35,10,70,80,95,4.0,0.5,0,1,1,0
738,18,738,-1,13,-11,36,54,7,-12,-7,36,16,-14,-19,-54,-19,1.0,2.0,0,0,0,1
182,579,579,-10,5,-10,4,10,-13,10,10,10,-10,15,15,-4,-4,1.0,2.0,0,0,1,0
69,302,69,-15,-10,-15,50,25,5,-10,-20,75,65,15,5,0,30,1.0,1.0,0,0,0,1
173,713,713,-75,-55,-26,-126,-52,-52,-25,-60,-56,-81,56,70,122,120,0.5,1.0,0,1,1,0
488,199,488,-50,5,-5,50,40,20,-25,-45,20,0,-25,0,-70,0,1.0,1.0,0,0,0,1
683,506,683,3,20,18,-30,18,2,48,46,-12,-14,10,23,0,13,1.0,0.5,0,0,0,1
2,619,2,10,-3,-22,45,45,5,-23,12,45,30,2,5,-45,-25,2.0,1.0,0,0,0,1
735,255,735,25,32,15,70,5,14,17,-3,45,35,-30,-60,-30,-60,1.0,1.0,0,0,0,1
70,800,70,-40,-75,-90,-10,-20,35,-85,-45,30,40,80,70,60,90,1.0,1.0,0,1,0,1
120,67,67,15,20,30,-20,-20,-65,20,20,-20,-35,-30,-15,20,-30,1.0,4.0,0,0,1,0
738,610,610,-26,-22,-36,-49,4,-48,-37,-32,-14,-9,21,16,31,66,1.0,1.0,0,0,1,0
68,397,397,10,15,15,-10,10,-10,15,15,-10,-10,-15,-10,-10,-10,2.0,0.5,0,0,1,0
540,714,540,-16,53,-20,-4,-20,7,35,34,35,34,2,-3,59,54,2.0,1.0,1,0,0,1
184,197,184,-5,-5,-25,-95,-30,85,-15,0,-40,-20,15,10,85,80,1.0,2.0,0,0,0,1
577,58,58,36,-20,10,27,15,-66,-10,-15,27,27,0,-31,-15,-36,1.0,1.0,0,0,1,0
750,29,29,24,50,106,5,-5,-20,66,75,-9,10,-90,1,-9,-19,1.0,0.0,0,0,1,0
391,640,391,34,28,33,-53,27,21,18,3,12,7,-43,-59,38,26,1.0,1.0,0,0,0,1
211,737,211,9,17,13,-44,-1,-71,13,-1,-1,-21,-17,-27,44,14,2.0,1.0,0,0,1,1
462,694,694,12,-15,-62,46,2,-43,-18,36,46,36,59,39,-2,-22,1.0,1.0,0,0,1,0
337,147,147,-5,35,25,-30,-10,-30,40,35,-15,15,-20,5,25,50,1.0,1.0,0,0,1,0
459,644,644,24,9,35,14,45,-8,9,23,19,43,-35,-10,-40,5,1.0,2.0,0,0,1,0
615,652,615,1,35,0,-40,-10,35,45,21,-40,-54,10,-15,10,-15,2.0,1.0,0,0,0,1
786,180,786,15,65,92,18,-5,44,55,45,-22,18,-102,-35,-35,-15,1.0,2.0,0,0,0,1
247,594,594,-40,-45,-55,40,0,25,-25,-25,30,-5,75,60,-10,-5,1.0,2.0,0,0,0,0
536,720,536,-11,-13,12,49,49,29,-30,4,47,44,-29,28,-51,6,2.0,0.5,0,0,0,1
729,586,586,0,-79,-53,-10,-3,53,-74,-29,-30,-35,58,50,-17,-25,2.0,0.5,0,0,0,0
715,80,715,11,2,25,49,-30,8,7,-8,9,49,-20,-21,-10,-11,1.0,1.0,0,0,0,1
516,740,516,37,75,62,-57,-99,-35,72,62,-99,-23,-65,-50,57,-3,1.0,1.0,0,0,1,1
440,525,525,-46,-64,-12,11,16,-30,-14,-44,21,-29,62,66,-6,6,2.0,1.0,0,0,1,0
174,410,410,-30,-65,-50,-61,-27,-62,-50,-15,-31,-36,65,80,57,55,0.5,1.0,0,0,1,0
634,424,424,-45,-100,-100,-60,-50,-15,-90,-50,-50,-60,110,95,60,45,1.0,1.0,0,1,1,0
252,797,797,40,-40,10,-100,-50,-60,10,70,-50,10,40,70,100,70,2.0,1.0,0,1,1,0
317,294,317,-39,60,15,-10,-20,10,60,50,-20,-10,-15,29,10,39,1.0,1.0,0,0,0,1
463,790,790,-65,-87,-142,-14,-4,42,-154,-65,-16,-65,75,87,2,14,1.0,2.0,0,0,0,0
770,7,7,45,-7,-6,-10,7,-42,-1,-1,14,21,12,-39,17,-14,4.0,1.0,0,0,1,0
110,783,110,6,-16,0,36,25,94,-20,-4,25,26,-4,6,-36,-16,0.5,1.0,0,0,0,1
454,469,469,-3,65,-30,-57,-48,-27,55,55,-48,-40,20,-7,57,20,1.0,2.0,0,0,1,0
241,731,241,-7,-18,30,9,33,-49,0,-7,13,3,-12,18,-29,1,4.0,0.5,0,0,1,1
688,190,688,60,90,30,0,30,35,45,75,-25,5,-75,-75,-55,-55,1.0,1.0,0,0,0,1
271,21,271,66,85,50,75,119,34,90,90,75,70,-45,-61,-119,-71,1.0,1.0,1,0,0,1
738,789,738,-11,-31,-46,29,44,14,-47,-17,26,6,30,25,-47,-12,1.0,1.0,0,0,0,1
476,223,476,0,1,-21,19,31,20,-29,11,-11,-11,-9,10,-61,-30,1.0,1.0,0,0,0,1
574,283,574,-25,-12,-27,13,-27,41,8,-2,8,-2,47,35,22,10,0.5,2.0,0,0,0,1
621,551,551,-50,-25,-30,-65,-30,-52,-25,-25,-65,-65,30,50,30,50,1.0,1.0,0,1,1,0
723,617,723,-46,29,-47,-50,-35,18,-46,-46,-15,-15,-28,-29,70,81,0.5,1.0,0,0,0,1
1,679,679,-35,-21,9,-35,5,-100,9,-31,5,-15,21,25,35,55,1.0,1.0,0,0,1,0
595,131,595,45,65,10,-45,-20,-70,55,80,-30,-5,-20,-30,35,-5,0.5,2.0,0,0,1,1
433,339,339,-15,-7,4,-60,-5,-74,8,-2,-15,-25,11,20,50,50,1.0,0.5,0,0,1,0
247,452,247,5,30,-5,30,-20,10,25,20,10,40,0,-15,0,5,2.0,1.0,0,0,0,1
19,709,709,-24,-35,-50,-70,0,-26,0,1,-35,-44,85,60,35,50,1.0,4.0,0,1,1,0
410,278,410,35,60,70,35,30,65,85,85,60,60,-45,-10,-5,-10,2.0,1.0,0,0,0,1
103,142,103,-35,-90,-29,100,-35,49,-44,-30,40,75,75,95,-25,10,1.0,2.0,0,0,0,1
37,337,337,30,-8,2,-5,0,-24,7,32,-10,15,13,10,-5,-10,1.0,2.0,0,0,1,0
453,29,453,25,10,21,85,51,35,26,35,71,90,-5,0,-65,-20,0.5,1.0,0,0,0,1
73,113,113,20,30,-45,-5,-15,0,-15,30,-15,-15,0,-20,5,-30,1.0,1.0,0,0,0,0
374,87,374,-52,5,-45,-50,-45,5,-30,-15,-30,-45,10,32,65,57,0.5,1.0,0,0,0,1
634,784,784,-4,-16,-30,-4,-15,34,-20,-9,-15,-19,26,11,4,-11,0.0,1.0,0,0,0,0
681,790,681,-50,-32,-134,11,4,37,-99,-10,9,-40,67,72,-6,-1,2.0,1.0,0,0,0,1
181,765,181,11,-3,17,-6,67,15,2,-9,12,11,-12,-17,-49,6,1.0,2.0,0,0,0,1
584,498,498,-15,-35,15,-90,-45,-75,5,5,-45,-45,25,55,90,60,0.25,2.0,0,0,1,0
586,590,590,-25,0,70,10,15,-63,75,25,-5,-50,5,50,-30,-35,0.25,2.0,0,0,1,0
732,1,732,33,32,22,9,4,81,32,36,9,29,-22,-29,-4,-13,2.0,1.0,0,0,0,1
478,524,478,-15,-35,-65,60,30,10,-65,-15,30,30,35,35,-60,-15,1.0,1.0,0,0,0,1
734,19,19,-20,-68,20,-18,-50,-46,-18,-43,-53,-38,30,45,15,0,1.0,1.0,0,0,1,0
634,348,634,10,-40,20,-25,20,10,30,5,20,-5,50,35,25,10,1.0,1.0,0,0,0,1
567,755,567,3,32,-1,-24,8,11,14,18,-22,-27,-17,-17,-6,-6,1.0,1.0,0,0,0,1
354,82,354,15,5,-45,60,30,5,-15,45,60,50,25,25,-30,-25,2.0,2.0,0,0,0,1
417,783,417,26,9,80,31,95,4,5,21,20,21,-84,-14,-106,-36,1.0,1.0,1,0,0,1
420,85,420,15,-10,10,50,30,5,20,25,50,65,20,20,-30,0,1.0,0.5,1,0,0,1
610,215,610,-25,-15,-5,10,-35,60,-20,-35,0,15,0,5,25,30,2.0,1.0,0,0,0,1
350,160,350,29,76,25,60,15,55,95,99,60,69,-6,-6,-15,-20,1.0,1.0,0,0,0,1
122,588,588,183,-52,-50,-42,50,-64,-50,-62,-20,-32,52,-193,-28,-173,1.0,1.0,0,0,1,0
159,77,159,25,10,40,40,40,35,50,35,80,60,0,0,0,-5,2.0,1.0,1,0,0,1
398,598,398,-25,25,5,35,5,26,45,15,45,15,15,15,5,5,1.0,1.0,0,0,0,1
300,704,704,-39,-45,-50,-80,-60,-36,-25,-24,-60,-49,70,60,80,70,1.0,1.0,0,1,1,0
508,293,508,9,19,6,19,-4,26,-1,9,-21,9,-26,-19,-36,-19,1.0,1.0,0,0,0,1
763,685,685,-39,-71,-18,3,-17,-11,-27,-36,-22,-31,62,74,-8,5,2.0,1.0,0,0,1,0
428,203,428,65,65,60,65,45,50,60,65,45,65,-65,-65,-65,-65,1.0,0.5,1,0,0,1
509,199,509,-25,0,0,40,70,10,-30,-50,10,-10,-30,-25,-100,-25,1.0,1.0,0,0,0,1
106,592,106,-18,13,-56,-7,-11,17,-53,-30,-53,-30,-10,-25,-35,-5,1.0,1.0,0,0,0,1
550,394,550,5,-60,30,20,30,10,30,25,75,70,60,80,25,45,0.5,0.5,1,0,0,1
310,48,48,-15,-40,-10,-25,-15,-55,-30,-35,-35,-35,20,20,5,5,0.25,2.0,0,0,1,0
80,314,314,-70,-90,-35,-15,55,0,-30,-80,15,-70,95,80,-25,15,1.0,1.0,0,0,0,0
463,203,463,-5,-5,2,-5,-13,20,-10,-5,-25,-5,-7,5,-7,5,2.0,2.0,0,0,0,1
484,9,9,25,-11,-11,-88,-54,-16,15,15,-44,-7,37,1,98,56,1.0,1.0,0,0,1,0
700,49,700,46,40,74,15,7,78,35,45,25,45,-79,-41,3,-16,1.0,0.5,1,0,0,1
437,533,533,14,13,-55,-27,-55,-5,-29,28,-29,28,13,1,53,41,1.0,1.0,0,0,1,0
73,485,73,13,56,-36,11,-51,12,-6,23,-51,-22,-26,-46,-11,-46,1.0,2.0,0,0,0,1
627,314,314,-76,-52,33,-12,0,-68,8,-42,18,-67,27,86,30,21,1.0,0.5,0,0,1,0
216,657,216,10,13,10,28,35,20,10,10,35,35,-13,-13,-28,-3,1.0,1.0,0,0,0,1
126,617,126,-75,10,-35,-70,-80,5,-65,-65,-35,-35,-40,0,115,110,2.0,1.0,0,0,0,1
632,707,707,-60,-55,-60,-70,-80,-25,-35,-35,-40,-20,80,80,110,110,1.0,1.0,0,1,1,0
692,331,692,60,-5,5,15,55,50,-35,15,15,5,-35,-40,-55,-70,1.0,2.0,0,0,0,1
11,309,309,-11,3,18,-15,-2,-2,1,-7,-17,-5,-20,1,0,21,1.0,1.0,0,0,1,0
483,22,483,0,3,-8,-9,-9,3,8,0,-9,-22,13,-3,9,-13,1.0,1.0,0,0,0,1
665,170,170,26,33,27,15,20,-25,42,46,25,36,-18,-13,-10,-5,1.0,1.0,0,0,1,0
540,337,540,15,25,-15,45,-15,15,40,65,40,65,30,25,10,5,1.0,0.5,1,0,0,1
39,299,299,-29,-28,-3,-35,-5,-15,12,-18,-5,-35,43,39,35,29,2.0,1.0,0,0,1,0
761,762,762,-15,-15,-30,-37,-63,-14,-30,-5,-63,-5,15,25,37,47,1.0,1.0,0,0,1,0
441,1,441,39,37,39,46,36,15,37,41,46,66,-39,-35,-36,-19,1.0,1.0,0,0,0,1
434,137,137,10,-36,-15,0,-5,-49,-11,24,-15,-10,40,50,-10,-20,0.5,1.0,0,0,1,0
700,433,700,36,22,65,45,17,77,26,35,35,35,-61,-23,-27,-46,1.0,0.5,1,0,0,1
